doc_id;sentence;class;event;date
125;"Relevante artikelen uit de Wob Rijksdienst voor Ondernemend Nederland Vergunningen en Handhaving Datum 18 januari 2022 Bijlage nummer 1 Onze referentie Horend bij Verzoek openbaarmaking gegevens WOB/2021/220 Datum 18 januari 2022 Onze referentie WOB/2021/220 Contactpersoon Relevante artikelen uit de Wob Artikel 1 In deze wet en de daarop berustende bepalingen wordt verstaan onder: a. document: een bij een bestuursorgaan berustend schriftelijk stuk of ander materiaal dat gegevens bevat; b. bestuurlijke aangelegenheid: een aangelegenheid die betrekking heeft op beleid van een bestuursorgaan, daaronder begrepen de voorbereiding en de uitvoering ervan; c. intern beraad: het beraad over een bestuurlijke aangelegenheid binnen een bestuursorgaan, dan wel binnen een kring van bestuursorganen in het kader van de gezamenlijke verantwoordelijkheid voor een bestuurlijke aangelegenheid; d. niet-ambtelijke adviescommissie: een van overheidswege ingestelde instantie, met als taak het adviseren van een of meer bestuursorganen en waarvan geen ambtenaren lid zijn, die het bestuursorgaan waaronder zij ressorteren adviseren over de onderwerpen die aan de instantie zijn voorgelegd.";geen event;;2022-01-18
125;Onverminderd artikel 4:15 van de Algemene wet bestuursrecht wordt de Rijksdienst voor Ondernemend Nederland termijn voor het geven van een beschikking opgeschort gerekend vanaf de dag na Vergunningen en Handhaving die waarop het bestuursorgaan de verzoeker meedeelt dat toepassing is gegeven aan artikel 4:8 van de Algemene wet bestuursrecht, tot de dag waarop door de Datum belanghebbende of belanghebbenden een zienswijze naar voren is gebracht of de 18 januari 2022 daarvoor gestelde termijn ongebruikt is verstreken.;geen event;;2022-01-18
125;Het eerste lid, aanhef en onder c en d, het tweede lid, aanhef en onder e, en Datum het zevende lid, aanhef en onder a, zijn niet van toepassing voorzover het 18 januari 2022 milieuinformatie Onze referentie betreft die betrekking heeft op emissies in het milieu.;geen event;;2022-01-18
125;Rijksdienst voor Inventarislijst opgevraagde gegevens Ondernemend Nederland Vergunningen en Handhaving Datum Bijlage nummer 2 18 januari 2022 Horend bij Verzoek openbaarmaking gegevens Onze referentie Datum 18 januari 2022 WOB/2021/220 Onze referentie WOB/2021/220 Contactpersoon Inventarislijst opgevraagde gegevens Nr.;geen event;;2022-01-18
125;Rijksdienst voor Inventarislijst opgevraagde gegevens Ondernemend Nederland Vergunningen en Handhaving Datum Bijlage nummer 2 18 januari 2022 Horend bij Verzoek openbaarmaking gegevens Onze referentie Datum 18 januari 2022 WOB/2021/220 Onze referentie WOB/2021/220 Contactpersoon Inventarislijst opgevraagde gegevens Nr.;geen event;;2022-01-18
127;Samengevat vraagt u om een lijst met alle eendenkooien die sinds 1 april 1977 bij het ministerie van Landbouw, Natuur en Voedselkwaliteit (LNV) geregistreerd zijn.;geen event;;1977-04-01
127;In deze brief is tevens de beslistermijn met vier weken verdaagd tot 27 december 2021.;beslistermijn verdaagd;is tevens de beslistermijn met vier weken verdaagd;2021-12-27
127;Datum 14 januari 2022 Het recht op openbaarmaking op grond van de Wob dient uitsluitend het publieke Onze referentie belang van een goede en democratische bestuursvoering.;besluit datum;;2022-01-14
127;Datum 14 januari 2022 Een digitaal bezwaarschrift kunt u indienen via mijn.rvo.nl/bezwaar.;besluit datum;;2022-01-14
127;"Bijlage 1 – Relevante artikelen uit de Wob Rijksdienst voor Ondernemend Nederland Vergunningen en Handhaving Artikel 1 In deze wet en de daarop berustende bepalingen wordt verstaan onder: a. document: een bij een bestuursorgaan berustend schriftelijk stuk of ander Datum 14 januari 2022 materiaal dat gegevens bevat; Onze referentie b. bestuurlijke aangelegenheid: een aangelegenheid die betrekking heeft op WOB/2021/271 beleid van een bestuursorgaan, daaronder begrepen de voorbereiding en de uitvoering ervan; c. intern beraad: het beraad over een bestuurlijke aangelegenheid binnen een bestuursorgaan, dan wel binnen een kring van bestuursorganen in het kader van de gezamenlijke verantwoordelijkheid voor een bestuurlijke aangelegenheid; d. niet-ambtelijke adviescommissie: een van overheidswege ingestelde instantie, met als taak het adviseren van een of meer bestuursorganen en waarvan geen ambtenaren lid zijn, die het bestuursorgaan waaronder zij ressorteren adviseren over de onderwerpen die aan de instantie zijn voorgelegd.";geen event;;2022-01-14
127;Onverminderd artikel 4:15 van de Algemene wet bestuursrecht wordt de Datum termijn voor het geven van een beschikking opgeschort gerekend vanaf de dag na 14 januari 2022 die waarop het bestuursorgaan de verzoeker meedeelt dat toepassing is gegeven Onze referentie aan artikel 4:8 van de Algemene wet bestuursrecht, tot de dag waarop door de WOB/2021/271 belanghebbende of belanghebbenden een zienswijze naar voren is gebracht of de daarvoor gestelde termijn ongebruikt is verstreken.;geen event;;2022-01-14
127;"Het verstrekken van informatie ingevolge deze wet blijft achterwege voor zover Ondernemend Nederland Vergunningen en Handhaving dit: a. de eenheid van de Kroon in gevaar zou kunnen brengen; Datum b. de veiligheid van de Staat zou kunnen schaden; 14 januari 2022 c. bedrijfs- en fabricagegegevens betreft, die door natuurlijke personen of Onze referentie rechtspersonen vertrouwelijk aan de overheid zijn meegedeeld; WOB/2021/271 d. persoonsgegevens betreft als bedoeld in de artikelen 9, 10 en 87 van de Algemene verordening gegevensbescherming, tenzij de verstrekking kennelijk geen inbreuk op de persoonlijke levenssfeer maakt.";geen event;;2022-01-14
127;Geregistreerde eendenkooien Volledig openbaar geen vanaf 2004 Datum 14 januari 2022 Onze referentie WOB/2021/271;geen event;;2022-01-14
128;"Specifiek heeft u gevraagd om de volgende informatie: - een overzicht van de inspecties van het verrijkingsmateriaal in varkensstallen in de periode 1 juli 2021 tot en met 31 december 2021; - de individueel ingevulde inspectieformulieren betreffende het verrijkingsmateriaal bij varkensstallen tijdens die periode, waaronder maar niet beperkt tot de ingevulde Checklists Hokverrijking Varkens en de ingevulde Checklists Welzijn Varkens; - hoe vaak er waarschuwingen, herinspecties en sancties uit deze inspecties zijn voortgekomen.";geen event;;2021-07-01
128;"Specifiek heeft u gevraagd om de volgende informatie: - een overzicht van de inspecties van het verrijkingsmateriaal in varkensstallen in de periode 1 juli 2021 tot en met 31 december 2021; - de individueel ingevulde inspectieformulieren betreffende het verrijkingsmateriaal bij varkensstallen tijdens die periode, waaronder maar niet beperkt tot de ingevulde Checklists Hokverrijking Varkens en de ingevulde Checklists Welzijn Varkens; - hoe vaak er waarschuwingen, herinspecties en sancties uit deze inspecties zijn voortgekomen.";geen event;;2021-12-31
133;Op mijn departement zijn sinds 11 april 2018 pas documenten aanwezig over deze bestuurlijke aangelegenheid.;geen event;;2018-04-11
133;Gelet hierop is de relevante periode vastgesteld op 11 april 2018 tot 27 februari 2021.;geen event;;2018-04-11
133;Gelet hierop is de relevante periode vastgesteld op 11 april 2018 tot 27 februari 2021.;geen event;;2021-02-27
133;Datum 30 april 2022 Inventarisatie documenten Ons kenmerk Op basis van uw verzoek zijn in totaal 101 documenten aangetroffen.;besluit datum;;2022-04-30
133;Op grond van artikelen 9, 10 en 87 van de Algemene Directoraat-Generaal Verordening Gegevensbescherming worden onder bijzondere persoonsgegevens Politie en Veiligheidsregio's verstaan gegevens over iemands godsdienst of levensovertuiging, ras, politieke gezindheid, gezondheid, seksuele leven, lidmaatschap van een vakvereniging, Datum strafrechtelijke persoonsgegevens en persoonsgegevens over onrechtmatig of 30 april 2022 hinderlijk gedrag in verband met een opgelegd verbod naar aanleiding van dat Ons kenmerk gedrag.;geen event;;2022-04-30
133;30 april 2022 Ons kenmerk Persoonlijke beleidsopvattingen in een stuk voor intern beraad (artikel 11.1 Wob) 3804675 Artikel 11, eerste lid, van de Wob bepaalt dat in geval van een verzoek om informatie uit documenten, opgesteld ten behoeve van intern beraad, geen informatie wordt verstrekt over daarin opgenomen persoonlijke beleidsopvattingen.;geen event;;2022-04-30
133;Directoraat-Generaal Politie en Veiligheidsregio's Wijze van openbaarmaking Datum De documenten die door mij (gedeeltelijk) openbaar worden gemaakt treft u als 30 april 2022 bijlage bij dit besluit aan.;geen event;;2022-04-30
133;Dit bezwaarschrift moet worden gericht aan de Minister van Justitie en Veiligheid, ter attentie van de Directie Wetgeving en Juridische Zaken, Sector Juridische Zaken en Wetgevingsbeleid, Postbus 20301, 2500 EH Den Haag Bijlage 1 — Relevante artikelen uit de Wob Directoraat-Generaal Politie en Veiligheidsregio's Datum 30 april 2022 Ons kenmerk 3804675 Artikel 10 1.;geen event;;2022-04-30
133;Directoraat-Generaal Politie en Veiligheidsregio's Datum 30 april 2022 Ons kenmerk 3804675 Artikel 11 1.;geen event;;2022-04-30
138;De uiterlijke beslisdatum is daarmee 3 augustus 2022 geworden.;geen event;;2022-08-03
138;Deze documenten zijn genoemd in de inventarislijst in 14 september 2022 bijlage 2 bij deze brief.;geen event;;2022-09-14
138;Voor de 14 september 2022 motivering van dit besluit verwijs ik naar het onderdeel “Overwegingen” onder vijf Ons kenmerk van deze brief.;geen event;;2022-09-14
138;Deze informatie heb ik onleesbaar gemaakt om 14 september 2022 herleidbaarheid te voorkomen.;geen event;;2022-09-14
138;Het voorgaande ligt anders voor het gesprek Datum dat ik met de journalisten heb gevoerd, omdat ik hen in de gelegenheid heb 14 september 2022 gesteld om een zienswijze te geven en zij in vrijheid hebben ingestemd met de Ons kenmerk openbaarmaking van het gespreksverslag.;geen event;;2022-09-14
138;Ik verwijs in dit verband ook naar de uitspraak van de rechtbank Gelderland van 26 maart 2018, ECLI:NL:RBGEL:2018:3272.;geen event;;2018-03-26
143;Bestuursondersteuning Juridische Zaken DJI Artikel 5.1, tweede lid, aanhef en onder e, Woo Datum Op grond van artikel 5.1, tweede lid, aanhef en onder e, van de Woo blijft 9 september 2022 verstrekking van informatie achterwege voor zover het belang van Ons kenmerk openbaarmaking niet opweegt tegen het belang dat is gediend met de 4183572 bescherming van de persoonlijke levenssfeer.;geen event;;2022-09-09
143;Dit besluit en de daarbij openbaar gemaakte stukken worden op www.rijksoverheid.nl geplaatst Directie Beleid & Hoogachtend, Bestuursondersteuning Juridische Zaken De Minister voor Rechtsbescherming, DJI namens deze Datum 9 september 2022 Ons kenmerk 4183572 mr.drs.;geen event;;2022-09-09
144;Datum 2 juni 2022 Deze brief wordt op www.rijksoverheid.nl gepubliceerd.;besluit datum;;2022-06-02
150;Uw Wob-verzoek van 2022-0000071914 5 januari 2022 neem ik daarom als een Woo-verzoek in behandeling.;verzoek datum;;2022-01-05
150;Deze documenten zijn opgenomen in een inventarislijst, zie hiertoe bijlage C. Een deel van de door u gevraagde documenten is door mijn ministerie reeds openbaar gemaakt met het ‘Besluit op Wob-verzoek over NS-besluit slachtoffers Tweede Wereldoorlog’ van 7 december 2020.;geen event;;2022-12-07
150;Het besluit van 7 december 2020 en bijlagen zijn te vinden op www.rijksoverheid.nl.;geen event;;2022-12-07
152;9 februari 2022 Ons kenmerk Overwegingen 3362406 Allereerst wil ik u wijzen op het volgende.;besluit datum;;2022-02-09
152;Datum 9 februari 2022 Voor zover handtekeningen en parafen in de te openbaar maken documenten Ons kenmerk voorkomen, heb ik deze onleesbaar gemaakt met vermelding van ‘10.2.e’ om het 3362406 risico op identiteitsfraude te verminderen.;besluit datum;;2022-02-09
152;Het vrijgeven van deze Whatsapp- Datum berichten zou kunnen leiden tot terughoudendheid bij deze personen (of 9 februari 2022 vergelijkbare personen) om vrijuit – als groep – te kunnen discussiëren over een Ons kenmerk maatschappelijke kwestie – en zeker met betrekking tot het optreden van de 3362406 overheid.;geen event;;2022-02-09
152;Directie Wetgeving en Juridische Zaken, sector Juridische Zaken en 9 februari 2022 Wetgevingsbeleid, Postbus 20301, 2500 EH Den Haag.;geen event;;2022-02-09
152;"Het verstrekken van informatie ingevolge deze wet blijft achterwege voor zover Afdeling Juridische en Internationale Zaken dit: a. de eenheid van de Kroon in gevaar zou kunnen brengen; Datum b. de veiligheid van de Staat zou kunnen schaden; 9 februari 2022 c. bedrijfs- en fabricagegegevens betreft, die door natuurlijke personen of Ons kenmerk 3362406 rechtspersonen vertrouwelijk aan de overheid zijn meegedeeld; d. persoonsgegevens betreft als bedoeld in paragraaf 2 van hoofdstuk 2 van de Wet bescherming persoonsgegevens, tenzij de verstrekking kennelijk geen inbreuk op de persoonlijke levenssfeer maakt.";geen event;;2022-02-09
152;Indien degene die deze opvattingen heeft geuit of zich erachter 9 februari 2022 heeft gesteld, daarmee heeft ingestemd, kan de informatie in tot personen Ons kenmerk herleidbare vorm worden verstrekt.;geen event;;2022-02-09
155;2 december 2021;geen event;;2021-12-02
155;In de brief is de beslistermijn met vier weken verdaagd tot 27 januari 2022.;beslistermijn verdaagd;is de beslistermijn met vier weken verdaagd;2022-01-27
155;Tijdens dit gesprek heeft u aangegeven dat u nog een aanvullend document wenst te ontvangen, dit betreft: • De bijlage en de brief aan de heer Hoekstra (door een derde partij) van – waarschijnlijk - 9 december 2020 met betrekking tot de geheimhouding die afgedwongen zou zijn in een bemiddelingszaak.;geen event;;2022-12-09
155;Voor de volledigheid merk ik op dat dit besluit ziet op zowel uw Wob-verzoek van 2 december 2021, alsmede uw aanvullende mondelinge Wob-verzoek tijdens het gesprek van 22 december 2021.;geen event;;2021-12-02
155;Voor de volledigheid merk ik op dat dit besluit ziet op zowel uw Wob-verzoek van 2 december 2021, alsmede uw aanvullende mondelinge Wob-verzoek tijdens het gesprek van 22 december 2021.;geen event;;2021-12-22
155;Dit document heeft betrekking op uw aanvullende, mondelinge Wob-verzoek van 22 december 2021.;geen event;;2021-12-22
155;"Voor de volledigheid verwijs ik u naar de inhoud van een uitspraak van de Raad van State van 7 juli 2010, met kenmerk nummer; ECLI:NL:RVS:2010:BN0488.";geen event;;2010-07-07
166;Centrale autoriteit Besluit Datum Ik heb besloten deels aan uw verzoek tegemoet te komen en de informatie 30 april 2022 waarom u verzocht, opgenomen in de documenten met nummers: 2, 43, 47, 54, Ons kenmerk 55, 58, 64, 67, 69, 73, 79, 81, 82, 86, 88, 91, 97, 100, 102, 105, 106, 108, 119, 3877012 141, 143, 146, 161, 172, 176, 181, 189, 196, 201, 225, 231, 278, 282, 293, 296, 302, 314, 319, 327, 335, 361, 390, 392, 393, 401, 404, 408, 411, 467, 475, 476, 491, 504, 507, 508, 509, 513, 523, 530, 532, 546, 554, 558, 560, 561, 643, 648, 660, 662, 673, 676, 678, 681, 690, 692, 694, 698, 738, 755, 763, 767, 773, 777, 781, 783, 791, 795, 803, 806, 807, 813, 821, 832, 834, 849, 852, 854, 902, 906, 913, 914, 924, 942, 948, 950, 969, 973, 978, 1009, 1014, 1038, 1040, 1044, 1046, 1059, 1062, 1083, 1087, 1094, 1098, 1100, 1101, 1104, 1111, 1144, 1145, 1149, 1157, 1160, 1169, 1170, 1193, 1195, 1235, 1238, 1248, 1250, 1254, 1256, 1300, 1308, 1311, 1315 en 1319 gedeeltelijk openbaar te maken.;geen event;;2022-04-30
166;Datum In de documenten met nummers 2, 43, 47, 54, 55, 58, 64, 67, 69, 73, 79, 81, 30 april 2022 82, 86, 88, 91, 97, 100, 102, 105, 106, 119, 141, 143, 146, 161, 172, 176, 181, Ons kenmerk 201, 282, 296, 302, 314, 319, 327, 335, 361, 390, 392, 393, 401, 404, 408, 411, 3877012 467, 475, 476, 491, 504, 507, 508, 509, 513, 523, 530, 532, 546, 554, 558, 560, 643, 648, 660, 662, 673, 676, 678, 681, 690, 692, 694, 698, 738, 755, 763, 767, 773, 777, 781, 783, 791, 795, 803, 806, 807, 813, 821, 832, 834, 852, 902, 906, 913, 914, 924, 942, 948, 950, 969, 973, 978, 1014, 1038, 1040, 1044, 1046, 1059, 1062, 1083, 1087, 1094, 1098, 1100, 1104, 1111, 1144, 1145, 1149, 1157, 1160, 1169, 1170, 1193, 1235, 1238, 1248, 1250, 1254, 1256, 1300, 1308, 1311, 1315, 1319, 163, 290, 108, 189, 196, 225, 231, 278, 293, 561, 849, 854, 1009, 1101, 1195 staan persoonsgegevens.;geen event;;2022-04-30
166;Straffen en Beschermen Directie Advies, Regie en Centrale autoriteit Het verstrekken van de namen en functies die kunnen leiden tot identificatie van personen die deze organisaties vertegenwoordigen of hebben vertegenwoordigd, Datum heeft naar mijn mening onvoldoende toegevoegde waarde om dit op te laten wegen 30 april 2022 tegen het belang van eerbiediging van de persoonlijke levenssfeer van deze Ons kenmerk personen.;geen event;;2022-04-30
166;Het bezwaarschrift moet door de indiener zijn Datum ondertekend en bevat ten minste zijn naam en adres, de dagtekening, een omschrijving van 30 april 2022 het besluit waartegen het bezwaar is gericht en de gronden waarop het bezwaar berust.;geen event;;2022-04-30
180;1: operationaliseringsverslag van 30 september 2021 2: workflow document van 30 september 2021 Besluit Uw verzoek wordt gedeeltelijk ingewilligd.;geen event;;2021-09-30
180;1: operationaliseringsverslag van 30 september 2021 2: workflow document van 30 september 2021 Besluit Uw verzoek wordt gedeeltelijk ingewilligd.;geen event;;2021-09-30
180;Document 1 maak ik Datum 30 maart 2022 gedeeltelijk openbaar.;besluit datum;;2022-03-30
180;De eerbiediging van de persoonlijke levenssfeer Datum 30 maart 2022 Op grond van artikel 10, tweede lid, aanhef en onder e, van de Wob blijft verstrekking van informatie achterwege voor zover het belang daarvan niet opweegt tegen het belang dat de persoonlijke levenssfeer wordt geëerbiedigd.;geen event;;2022-03-30
180;"Bijlage – Relevante artikelen uit de Wob Artikel 1 In deze wet en de daarop berustende bepalingen wordt verstaan onder: Datum a. document: een bij een bestuursorgaan berustend schriftelijk stuk of ander 30 maart 2022 materiaal dat gegevens bevat; b. bestuurlijke aangelegenheid: een aangelegenheid die betrekking heeft op beleid van een bestuursorgaan, daaronder begrepen de voorbereiding en de uitvoering ervan; c. intern beraad: het beraad over een bestuurlijke aangelegenheid binnen een bestuursorgaan, dan wel binnen een kring van bestuursorganen in het kader van de gezamenlijke verantwoordelijkheid voor een bestuurlijke aangelegenheid; d. niet-ambtelijke adviescommissie: een van overheidswege ingestelde instantie, met als taak het adviseren van een of meer bestuursorganen en waarvan geen ambtenaren lid zijn, die het bestuursorgaan waaronder zij ressorteren adviseren over de onderwerpen die aan de instantie zijn voorgelegd.";geen event;;2022-03-30
180;"Het verstrekken van informatie ingevolge deze wet blijft eveneens achterwege voor zover het belang daarvan niet opweegt tegen de volgende belangen: a. de betrekkingen van Nederland met andere staten en met internationale Datum organisaties; 30 maart 2022 b. de economische of financiële belangen van de Staat, de andere publiekrechtelijke lichamen of de in artikel 1a, onder c en d, bedoelde bestuursorganen; c. de opsporing en vervolging van strafbare feiten; d. inspectie, controle en toezicht door bestuursorganen; e. de eerbiediging van de persoonlijke levenssfeer; f. het belang, dat de geadresseerde erbij heeft als eerste kennis te kunnen nemen van de informatie; g. het voorkomen van onevenredige bevoordeling of benadeling van bij de aangelegenheid betrokken natuurlijke personen of rechtspersonen dan wel van derden.";geen event;;2022-03-30
81;Woo-unit@rvo.nl Datum 22 september 2022;besluit datum;Datum;2022-09-22
81;heer/mevrouw, Op 12 augustus 2022 heeft u, namens uw cliënt, met een beroep op de Wet open overheid (hierna: Woo) verzocht om alle interne en externe correspondentie en documenten over de vaststelling van de fosfaatrechten en de referentiedatum in het kader van zowel het fosfaatreductieplan als voor de vaststelling van het aantal fosfaatrechten voor uw cliënt en zijn rechtsvoorganger, zowel voorafgaand aan als tijdens de procedure met het kenmerk 494-21723.;verzoek datum;heeft u, namens uw cliënt, met een beroep op de Wet open overheid (hierna: Woo) verzocht;2022-08-12
81;Procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 17 augustus 2022, met referentie Woo/2022/085.;ontvangst verzoek bevestigd;ontvangst van uw verzoek is schriftelijk bevestigd bij brief;2022-08-17
65;2 31 MEI 2022;besluit datum;2;2022-05-31
65;"In uw e-mail van 9 december 2021 heeft u een Wob-verzoek ingediend en vraagt u daarbij om de volgende informatie over de periode van 25 februari 2020 tot en met 9 december 2021: - alle in- en uitgaande correspondentie tussen uw bestuursorgaan en de gemeente Zeewolde/provincie Flevoland (en mogelijk ook met andere bestuursorganen) ontvangen inzake de plannen in Zeewolde; - alle overige documenten bij of onder u aanwezig (bijvoorbeeld over hyperscale datacenters in Zeewolde en/of de Wieringermeer en/of andere gebieden in Nederland) waarin op enigerlei wijze gerept wordt over hyperscale datacenters/NOVI/overige relevante zaken inzake hyperscale datacenters.";verzoek datum;heeft u een Wob-verzoek ingediend;2021-12-09
65;Vanaf 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).;inwerking treden van Woo;is de Wob vervangen door de Wet open overheid (hierna: Woo);2022-05-01
65;De Woo kent geen overgangsrecht, dit betekent dat vanaf 1 mei de Woo geldt.;inwerking treden van Woo;Woo geldt;2020-05-01
65;Procesverloop U heeft op 9 december 2021 uw Wob-verzoek ingediend.;verzoek datum;heeft Wob-verzoek ingediend;2021-12-09
65;Bij brief van 10 december 2021 is uw verzoek voor ontvangst bevestigd.;ontvangst verzoek bevestigd;is uw verzoek voor ontvangst bevestigd;2021-12-10
65;Het eerste deelbesluit is op 12 april 2022 genomen.;overig;eerste deelbesluit is genomen;2022-04-12
57;Datum: 26 juli 2022;besluit datum;Datum;2022-07-26
57;"In uw brief van 1 februari 2022, ontvangen op 1 februari 2022, verzocht u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om: - alle individuele rapporten en rapporten van bevindingen met bijlagen en het bijbehorende beeldmateriaal, die in 2021 zijn opgemaakt naar aanleiding van dierenwelzijn-inspecties van Nederlandse stallen met vleeskalveren; - een overzicht van alle dierenwelzijn-inspecties van alle Nederlandse stallen met vleeskalveren in 2021, alsmede het nalevingspercentage bij kalveren in 2021.";verzoek datum;verzocht u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob);2022-02-01
57;"In uw brief van 1 februari 2022, ontvangen op 1 februari 2022, verzocht u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om: - alle individuele rapporten en rapporten van bevindingen met bijlagen en het bijbehorende beeldmateriaal, die in 2021 zijn opgemaakt naar aanleiding van dierenwelzijn-inspecties van Nederlandse stallen met vleeskalveren; - een overzicht van alle dierenwelzijn-inspecties van alle Nederlandse stallen met vleeskalveren in 2021, alsmede het nalevingspercentage bij kalveren in 2021.";verzoek ontvangen;ontvangen;2022-02-01
57;De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 1 februari 2022 met kenmerk 22-0097.;ontvangst verzoek bevestigd;ontvangst van uw verzoek is schriftelijk bevestigd bij brief;2022-02-01
57;In de brief van 28 februari 2022 is de beslistermijn met vier weken verdaagd.;beslistermijn verdaagd;is de beslistermijn met vier weken verdaagd;2022-02-28
57;Op 1 mei 2022 is de Wet open overheid (hierna: Woo) inwerking getreden en is de Wob ingetrokken (artikel 10.1.;inwerking treden van Woo;is de Wet open overheid (hierna: Woo) inwerking getreden en is de Wob ingetrokken;2022-05-01
57;Deze is via onderstaande link te raadplegen: Inspectieresultaten welzijn vleeskalveren 2021 | Inspectieresultaat | NVWA Zienswijzen Per e-mail van 29 maart 2022 bent u geïnformeerd dat er derde belanghebbenden bij de openbaarmaking van de documenten zijn betrokken en dat deze in de gelegenheid zijn gesteld hierover een zienswijze te geven.;contact;bent u geïnformeerd dat er derde belanghebbenden bij de openbaarmaking van de documenten zijn betrokken en dat deze in de gelegenheid zijn gesteld hierover een zienswijze te geven;2022-03-29
59;Uw kenmerk Datum: verzonden op 11 oktober 2022;besluit datum;Datum: verzonden op;2022-10-11
59;heer In uw verzoek van 29 maart 2022, door mij op 31 maart 2022 ontvangen, heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) gevraagd om informatie openbaar te maken over de positie van een bepaalde onderneming in relatie tot de totstandkoming van het fosfaat reductieplan vanaf 2014 en de totstandkoming en uitvoering van het fosfaatrechtenstelsel en het schrappen/laten verdwijnen van de erkenning van boerderij melk van een bepaalde onderneming.;verzoek datum;heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) gevraagd om informatie openbaar te maken;2022-03-29
59;heer In uw verzoek van 29 maart 2022, door mij op 31 maart 2022 ontvangen, heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) gevraagd om informatie openbaar te maken over de positie van een bepaalde onderneming in relatie tot de totstandkoming van het fosfaat reductieplan vanaf 2014 en de totstandkoming en uitvoering van het fosfaatrechtenstelsel en het schrappen/laten verdwijnen van de erkenning van boerderij melk van een bepaalde onderneming.;verzoek ontvangen;ontvangen;2022-03-31
59;Op 31 maart 2022 heeft u per aangetekende brief bericht ontvangen dat uw verzoek in goede orde is ontvangen.;ontvangst verzoek bevestigd;heeft u per aangetekende brief bericht ontvangen dat uw verzoek in goede orde is ontvangen;2022-03-31
59;Op 22 juni 2022 heb ik uw ingebrekestelling van 21 juni 2022 ontvangen.;overig;heb ik uw ingebrekestelling van 21 juni 2022 ontvangen;2022-06-22
59;directie strategie divisie Juridische zaken Onze referentie 22-0267 Woo Op 8 juli 2022 heb ik een kopie van uw beroepschrift ontvangen.;overig;heb ik een kopie van uw beroepschrift ontvangen;2022-07-08
59;Op 4 oktober 2022 heb ik van de Rechtbank Overijssel de uitspraak op het bovengenoemd beroep ontvangen.;overig;heb ik van de Rechtbank Overijssel de uitspraak op het bovengenoemd beroep ontvangen;2022-10-04
59;Op 7 oktober 2022 heb ik uw verzoek voor wat betreft de onderdelen 1 en 2 doorgestuurd aan RVO en u daarover per brief geïnformeerd.;contact;heb ik uw verzoek voor wat betreft de onderdelen 1 en 2 doorgestuurd aan RVO en u daarover per brief geïnformeerd;2022-10-07
59;Per e-mail van 7 oktober 2022 heb ik echter van RVO vernomen dat RVO al een identiek verzoek van u in behandeling had genomen onder het kenmerk WOB/2022/065.;overig;heb ik echter van RVO vernomen dat RVO al een identiek verzoek van u in behandeling had genomen;2022-10-07
93;Bijlagen Datum 28 juli 2022 1 – Relevante artikelen Woo Betreft Besluit op uw Woo-verzoek inzake de anti-witwasrichtlijn;besluit datum;Datum;2022-07-28
93;, Met uw verzoek van 12 april 2022 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) gevraagd om informatie openbaar te maken over artikel 1f van de Wet ter voorkoming van witwassen en financieren van terrorisme (hierna: Wwft): • hierin verzoekt u om de meest recente versie van het verslag van de geïdentificeerde, geanalyseerde en beoordeelde nationale risico’s op witwassen en het financieren van terrorisme, zoals bedoeld in art.;verzoek datum;heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) gevraagd om informatie openbaar te maken;2022-04-12
93;De ontvangst van uw verzoek heb ik schriftelijk bevestigd bij brief van 22 april 2022, met kenmerk 2022-0000129377.;ontvangst verzoek bevestigd;ontvangst van uw verzoek heb ik schriftelijk bevestigd bij brief;2022-04-22
93;Op 9 mei 2022 heb ik uw verzoek met twee weken verdaagd.;beslistermijn verdaagd;heb ik uw verzoek met twee weken verdaagd;2022-05-09
93;Vanaf 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).;inwerking treden van Woo;is de Wob vervangen door de Wet open overheid (hierna: Woo);2022-05-01
102;Datum 11 april 2022;besluit datum;Datum;2022-04-11
102;, In uw brief van 27 augustus 2021, ontvangen op 30 augustus 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten inzake laadpalen in het kader van de Wet belastingen op milieugrondslag en de Wet waardering onroerende zaken over de periode van 2011 tot heden.;verzoek datum;heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten;2021-08-27
102;, In uw brief van 27 augustus 2021, ontvangen op 30 augustus 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten inzake laadpalen in het kader van de Wet belastingen op milieugrondslag en de Wet waardering onroerende zaken over de periode van 2011 tot heden.;verzoek ontvangen;ontvangen;2021-08-30
